user_id,movie_id,rating
217,208,3
173,937,5
274,186,3
67,742,1
267,583,4
159,462,4
194,273,4
223,178,4
4,110,1
98,1016,5
1,251,5
291,9,4
71,568,4
84,228,3
82,281,5
91,831,2
6,543,3
86,401,2
286,926,4
0,155,2
233,632,2
221,53,5
23,64,5
6,554,3
81,56,3
160,318,3
195,393,4
55,91,4
81,477,3
6,472,2
255,761,4
225,56,4
278,741,5
307,1286,3
15,8,5
179,202,3
202,93,4
144,56,5
287,305,4
83,742,3
43,644,3
16,13,3
312,117,4
147,1,4
196,347,4
20,164,5
278,982,3
238,491,5
184,287,5
296,89,4
302,68,4
185,250,1
72,206,3
103,756,2
93,216,3
238,194,5
196,511,5
279,1,4
0,117,3
223,583,1
302,397,1
59,162,4
197,258,4
238,513,5
5,69,3
232,375,4
84,642,4
109,38,3
183,522,3
98,873,1
12,418,2
200,518,4
12,858,1
213,131,3
295,228,4
221,87,3
278,725,4
216,182,2
84,433,3
238,234,3
12,72,4
193,77,3
207,663,5
108,178,3
229,172,4
58,485,2
312,478,3
69,1133,3
61,182,5
197,234,3
64,125,4
173,660,5
89,12,5
129,1248,3
99,354,2
282,432,5
274,418,3
310,98,5
194,751,4
129,105,4
268,252,1
285,73,5
6,623,3
55,222,5
209,204,5
238,9,5
95,87,4
296,73,2
248,239,3
93,860,2
83,121,4
274,265,4
134,1046,3
290,1178,4
124,382,1
69,399,4
310,9,4
300,523,4
151,685,5
243,172,4
274,1091,2
52,281,4
197,118,2
243,790,4
25,125,4
150,13,3
123,496,1
23,191,5
270,65,3
306,634,3
293,1245,3
233,241,2
24,501,3
292,137,3
200,432,3
74,240,1
12,181,5
206,68,2
1,50,5
312,566,4
143,125,4
187,443,4
275,324,4
144,974,1
71,234,4
82,385,4
180,619,3
108,402,4
206,107,3
184,216,4
13,213,5
148,319,2
56,79,5
229,963,5
175,875,4
252,97,4
283,269,4
105,526,4
120,180,3
61,86,2
290,418,4
83,1033,4
292,380,2
206,58,3
193,187,4
108,97,3
282,845,4
296,275,5
180,334,1
77,255,4
10,425,4
307,59,4
192,1078,4
296,234,3
86,585,4
249,204,2
7,50,5
185,148,4
311,692,4
90,683,3
4,454,1
290,376,3
174,127,5
144,737,2
6,644,5
275,419,5
82,210,5
101,524,3
152,174,1
61,302,3
48,995,3
267,298,3
206,554,2
312,616,5
285,44,3
278,168,5
275,474,5
61,59,4
253,219,1
82,97,4
62,100,5
15,178,5
296,233,2
89,945,5
84,25,2
41,98,4
302,393,4
273,50,5
103,299,3
93,792,4
183,98,4
292,708,3
247,589,4
17,950,3
216,27,1
199,892,4
200,148,1
295,222,5
6,662,3
195,381,4
68,427,3
71,196,4
255,472,4
127,182,4
150,747,3
6,171,3
285,85,5
171,220,4
307,516,4
189,974,2
81,756,1
307,436,4
58,235,1
63,1063,3
144,756,2
219,298,4
20,324,4
284,269,4
206,65,3
197,658,3
219,333,3
209,70,4
180,14,1
157,128,2
142,682,3
74,237,2
198,221,4
222,1150,2
296,25,4
275,78,4
298,847,4
292,325,2
300,138,2
0,47,4
163,281,4
95,673,4
290,1016,4
6,451,5
232,177,4
5,517,4
201,283,3
213,117,4
183,602,4
276,257,3
193,212,1
94,68,4
24,257,4
5,23,4
37,573,1
312,436,4
21,241,3
261,617,3
129,569,3
65,181,5
20,948,1
180,1332,1
261,174,3
205,302,5
221,22,5
75,61,4
150,703,4
313,28,5
12,147,3
43,258,4
302,418,4
15,89,2
269,558,5
247,117,5
124,318,5
137,523,5
267,386,2
290,15,5
233,147,3
238,96,5
14,331,3
93,155,2
135,89,4
222,423,3
81,194,4
144,355,3
279,845,3
178,339,1
177,199,4
306,949,4
9,488,5
115,331,3
22,258,5
307,174,4
184,114,4
187,237,3
117,654,5
245,721,4
233,98,4
193,239,3
93,24,4
121,378,4
311,100,4
261,64,5
153,242,3
222,763,3
98,403,4
82,43,4
129,307,4
173,402,5
255,487,5
58,177,4
160,168,1
243,53,3
249,196,4
42,40,3
284,150,5
41,953,2
96,670,5
121,510,4
60,323,3
221,106,2
3,264,3
303,259,1
36,403,5
48,68,1
302,1098,4
164,372,5
175,324,5
2,335,1
55,869,3
43,15,4
189,117,4
28,189,4
93,174,4
129,949,3
116,181,5
302,779,1
18,435,5
193,191,4
157,24,4
55,447,4
261,223,3
180,1334,1
213,137,4
91,747,4
187,96,5
57,173,5
243,154,5
133,879,4
297,625,4
253,230,4
229,138,3
15,209,5
150,835,5
180,1327,1
144,1248,3
199,588,5
247,257,3
296,432,4
311,133,5
150,12,5
109,568,3
304,483,5
140,258,5
43,240,4
185,263,3
213,213,4
232,208,4
103,287,2
311,153,2
0,222,4
205,323,1
229,419,4
55,450,3
93,651,5
204,316,4
13,174,5
267,790,2
275,1081,3
82,929,3
267,580,3
221,1041,3
278,89,4
4,424,1
111,331,4
295,429,5
17,202,3
12,868,5
86,210,5
9,285,5
180,328,3
22,463,4
252,746,3
233,228,3
298,1047,2
65,1,3
215,174,5
289,208,3
78,1161,2
263,448,2
3,303,5
143,831,3
137,517,4
63,433,2
4,1,4
275,357,5
61,433,5
238,475,5
292,166,3
129,234,5
263,70,4
207,197,5
23,763,5
278,1162,3
2,245,1
100,596,3
161,1019,4
222,908,1
98,246,3
238,430,3
159,160,5
171,580,4
302,1160,2
53,676,5
43,507,3
209,97,5
163,930,4
298,240,2
27,217,3
304,79,3
17,729,3
81,343,1
108,1012,4
206,25,4
91,1209,1
108,1,4
14,222,3
57,709,5
302,693,4
151,111,5
193,160,2
91,241,3
76,91,3
243,662,3
176,321,2
130,221,3
196,302,3
226,50,4
84,282,3
294,72,4
180,1,3
276,255,4
278,96,4
0,253,5
17,182,4
275,568,4
86,177,5
176,69,1
212,13,4
124,134,5
127,739,4
290,428,5
24,208,4
287,272,5
206,1350,2
270,56,3
4,363,3
273,748,5
69,419,5
310,559,2
150,919,5
198,268,5
200,209,3
98,274,1
10,740,4
58,77,4
183,277,3
221,88,4
37,161,5
58,418,2
103,300,3
297,1346,3
179,1119,3
6,674,2
120,14,5
267,1041,1
251,277,4
302,411,4
209,527,5
233,648,3
311,573,5
307,215,3
233,1397,4
74,546,3
116,15,5
245,239,3
63,516,5
84,187,5
238,81,3
58,54,4
255,220,3
215,196,5
202,282,1
12,195,3
143,153,5
99,268,3
209,274,5
93,471,4
12,807,1
124,657,3
64,1142,4
0,113,5
75,175,4
293,508,4
262,1451,4
293,930,3
120,117,1
84,13,3
302,426,3
211,180,1
5,492,5
180,240,1
278,746,5
302,1109,4
183,191,4
309,116,5
312,22,3
313,1150,4
12,121,5
42,5,4
57,214,2
214,164,3
61,288,2
279,127,5
160,898,3
10,723,5
93,218,3
34,243,2
310,566,4
47,680,3
84,604,4
287,527,3
183,514,5
150,929,3
89,690,4
10,38,3
103,1016,1
105,582,4
180,1010,1
36,117,4
275,845,4
21,258,5
69,82,4
4,98,3
307,95,4
59,208,5
269,778,5
242,208,4
91,540,2
80,280,4
292,412,1
199,478,5
12,308,3
55,184,4
115,250,4
294,172,4
62,1007,5
294,235,4
103,1010,1
155,641,5
268,1165,1
159,430,5
236,191,4
286,252,1
289,132,3
44,109,5
223,678,3
144,764,2
276,1011,3
64,100,3
271,1101,5
115,255,3
183,86,5
284,151,5
221,148,2
71,28,4
270,187,5
93,211,5
245,425,5
114,8,5
175,327,3
12,396,3
128,331,2
256,1260,2
94,1,5
146,904,5
150,58,4
183,660,3
310,386,3
104,268,4
157,510,3
33,312,4
71,427,5
262,416,5
93,1048,4
199,291,3
44,118,4
278,144,4
144,22,5
70,89,5
181,69,5
192,627,4
213,302,4
150,485,5
101,322,3
233,571,2
248,930,2
194,328,4
108,258,5
221,552,2
281,288,4
116,758,2
22,381,4
111,327,1
302,145,1
251,300,4
150,372,5
281,327,5
303,237,5
289,568,3
63,160,4
27,79,4
167,1278,3
264,471,4
17,113,5
82,82,5
89,499,5
233,1186,4
86,196,5
25,685,3
149,129,4
160,98,4
69,210,4
50,182,3
221,1057,4
91,176,5
203,216,4
163,685,5
56,682,3
183,207,4
59,403,3
91,180,5
42,204,4
221,1042,4
196,300,4
91,790,3
293,282,3
200,747,2
200,215,2
192,410,3
270,705,4
213,693,3
72,657,5
89,187,4
314,273,3
47,309,3
254,472,1
269,671,4
65,7,3
5,478,4
100,222,3
206,1046,4
143,182,3
84,83,4
101,625,3
157,770,5
296,588,4
89,507,5
270,482,5
129,901,1
177,276,3
89,245,3
180,1094,1
310,143,3
266,17,4
200,51,2
193,647,4
58,387,3
0,227,4
115,751,3
169,292,5
109,578,3
59,1021,5
286,347,4
196,55,3
37,679,5
194,1014,4
278,227,4
83,748,4
30,886,2
315,98,5
24,25,5
167,274,4
102,24,4
298,588,4
193,478,3
286,294,5
233,582,4
278,1048,1
86,9,4
180,408,1
278,1151,2
48,47,5
295,855,5
43,95,4
91,216,3
134,39,3
12,66,3
261,386,3
6,676,3
115,942,3
317,474,4
140,826,2
268,13,4
221,1044,4
81,455,4
278,254,3
41,685,4
144,1245,5
183,161,2
48,625,3
176,243,1
312,99,4
31,290,3
307,848,4
144,448,5
129,542,3
129,806,3
164,288,2
248,255,3
48,581,3
194,300,3
117,475,5
129,316,4
103,293,3
200,1229,3
141,82,4
118,718,5
302,94,3
98,50,5
305,14,5
91,709,2
226,295,5
2,337,1
93,820,1
58,1107,4
29,539,3
261,821,3
5,508,3
310,716,4
267,364,3
261,553,4
213,275,3
15,56,5
261,293,2
292,132,4
61,132,5
93,346,4
12,59,4
239,313,5
101,161,2
82,301,2
290,7,5
311,28,4
30,484,5
290,70,4
55,172,5
108,588,4
109,1246,2
58,429,4
245,1218,3
64,196,5
23,367,2
91,115,3
307,741,4
300,660,4
213,1129,4
157,241,4
268,674,2
307,493,3
31,151,3
223,191,4
214,423,5
31,1012,4
153,289,2
200,509,3
84,298,4
179,68,5
183,36,3
187,218,5
304,11,1
143,508,4
72,94,1
193,205,3
176,203,4
275,273,4
197,7,4
107,290,4
188,197,5
72,56,4
171,462,3
119,546,2
100,471,3
4,102,3
25,235,2
267,1249,2
275,773,3
12,150,5
6,401,4
127,482,4
103,7,3
292,39,3
255,25,5
89,821,3
274,69,3
21,510,5
311,494,5
206,192,3
263,504,5
136,687,4
184,740,4
306,687,1
41,176,3
144,472,3
188,634,3
261,121,3
250,148,2
258,772,4
238,58,5
311,921,5
91,15,3
80,742,2
310,419,3
101,448,3
248,746,5
94,527,4
18,655,3
78,100,5
188,751,4
252,510,5
200,919,3
0,17,3
213,42,5
6,81,5
233,132,4
58,148,3
12,354,2
5,469,5
81,14,4
108,627,5
304,50,5
194,154,3
276,279,4
222,8,2
91,81,3
200,69,2
93,58,5
216,144,4
243,148,2
312,200,3
180,874,1
115,1216,3
302,433,4
116,151,4
220,327,4
45,307,3
90,28,4
150,317,5
63,176,4
89,553,2
115,271,4
290,1139,3
61,111,3
195,251,3
302,120,2
48,547,5
306,1022,4
302,176,5
285,154,4
290,501,4
234,87,4
253,379,1
275,157,5
134,1208,3
56,243,3
275,1157,2
6,576,5
249,404,4
317,768,2
233,808,2
288,282,3
86,1079,2
49,823,3
24,258,5
17,496,5
192,790,3
262,510,4
208,906,2
206,716,3
313,535,4
249,338,4
261,568,3
94,172,4
93,470,4
58,583,5
276,282,4
302,1286,4
270,714,3
268,235,3
147,140,1
222,977,2
209,357,5
184,199,4
173,80,1
234,480,4
275,939,3
98,354,2
307,163,4
302,738,2
223,873,2
297,252,4
43,208,4
314,13,4
214,197,4
268,9,4
41,195,5
292,79,3
245,68,5
100,405,4
91,665,3
248,88,4
59,525,5
12,331,3
270,750,4
91,731,4
253,188,3
310,203,5
262,197,4
200,660,3
278,79,3
137,496,4
208,251,5
216,7,4
260,340,5
175,258,4
302,1037,3
80,169,4
61,114,4
71,530,4
275,364,3
87,750,2
48,7,4
262,117,3
8,298,5
91,528,4
248,708,4
261,754,3
195,655,5
206,1436,3
255,771,2
275,226,4
133,313,5
310,849,3
180,1383,1
202,148,3
246,736,5
312,745,3
310,83,5
250,1014,5
226,411,4
58,550,5
200,206,2
57,100,5
248,723,4
285,1316,5
10,725,3
6,228,4
91,846,3
159,56,5
102,127,4
10,110,3
86,2,4
44,763,2
292,605,3
290,732,4
253,575,3
48,334,4
221,1284,4
160,162,2
267,1,3
58,215,5
176,209,4
150,1298,4
298,235,1
28,332,4
29,435,5
296,182,3
314,185,4
22,172,4
261,47,2
320,496,4
190,754,3
105,778,4
6,151,4
177,678,3
83,12,5
93,168,5
263,33,3
238,529,5
89,657,5
260,875,5
189,302,5
111,289,5
143,106,3
198,258,4
223,20,1
84,501,3
300,202,5
144,743,1
293,127,5
129,206,3
102,121,3
151,412,2
266,840,4
285,231,3
199,24,2
4,211,4
159,117,4
5,357,4
157,72,3
296,736,4
249,244,4
56,760,2
57,268,5
22,1006,3
300,1228,4
306,265,3
275,1095,1
222,411,1
91,24,3
136,300,5
163,117,5
275,38,3
212,294,3
285,34,5
231,197,4
149,221,4
20,103,1
129,731,3
221,441,2
0,90,4
188,1005,4
48,38,1
310,5,3
35,307,4
127,228,3
150,89,5
247,475,5
94,1229,2
212,609,4
202,181,5
307,863,3
268,47,4
197,100,1
296,307,4
304,189,5
265,676,3
196,229,3
73,272,5
126,294,4
193,4,4
176,56,5
44,473,3
56,28,4
238,187,5
267,94,2
237,252,3
200,1010,3
130,1281,4
269,97,4
158,127,5
229,202,4
91,219,4
317,356,4
122,531,3
266,403,4
231,630,3
4,382,5
15,155,3
179,762,4
177,282,3
318,313,5
179,737,3
269,736,5
268,658,2
292,496,5
268,793,4
53,685,3
20,98,5
302,209,5
12,766,4
313,95,5
150,387,5
229,378,5
200,403,3
94,1206,4
269,370,5
255,716,5
79,582,3
302,435,5
311,121,3
150,1006,1
61,258,5
188,1115,4
76,195,5
98,742,5
290,1028,3
292,748,2
180,1342,1
205,900,1
82,338,4
261,179,4
252,216,4
222,596,3
107,50,4
93,347,5
292,779,1
100,281,2
266,980,3
200,1245,4
313,1263,2
270,111,4
313,276,1
17,387,4
206,4,4
312,96,5
20,299,1
214,144,4
278,1376,4
233,1015,2
295,248,5
269,83,4
209,161,5
200,79,4
4,376,2
183,181,4
103,411,1
274,449,3
184,269,5
275,550,4
278,1182,3
215,69,5
20,457,1
15,471,3
146,292,5
290,250,4
27,95,3
28,539,2
290,471,4
6,580,3
180,16,1
296,218,3
307,559,4
86,211,5
96,89,5
20,596,3
58,710,3
237,756,3
177,209,4
185,470,5
298,615,4
9,504,5
109,682,4
108,101,1
156,250,1
266,386,3
180,327,3
206,87,4
46,995,3
147,114,5
93,9,5
59,222,4
243,409,4
275,246,4
89,906,2
233,20,4
105,107,4
215,697,4
293,1199,2
322,257,2
139,268,4
219,303,4
66,64,5
169,299,3
229,142,4
298,641,4
6,581,5
274,501,3
43,250,5
290,214,4
10,741,5
58,286,3
173,395,1
193,234,3
56,204,4
313,417,4
200,197,4
183,155,3
193,792,4
158,1037,2
185,983,3
180,979,2
67,7,3
285,721,3
315,306,4
279,781,4
12,14,4
210,127,4
186,215,3
70,134,3
305,242,5
63,684,4
302,277,3
197,135,5
231,91,5
97,47,4
52,24,3
298,971,2
253,1116,3
6,106,4
11,300,4
238,10,5
237,111,4
89,662,5
62,20,3
39,268,4
180,221,1
297,152,3
103,327,2
41,185,4
180,995,1
257,288,1
290,578,4
147,70,5
304,187,4
183,71,4
93,556,3
157,1011,4
6,528,5
173,237,4
157,190,5
200,853,4
275,43,1
277,311,4
228,347,1
100,252,3
62,1028,3
274,520,4
274,173,3
61,1073,4
229,234,4
108,975,3
72,357,5
82,118,3
3,361,5
129,245,1
63,778,5
14,473,1
243,89,5
6,643,4
218,347,1
294,704,5
292,288,3
124,997,2
278,487,3
75,582,3
271,48,4
268,285,5
243,380,4
270,220,3
320,287,3
305,864,3
223,332,3
56,1047,4
144,591,4
84,277,2
115,7,2
51,95,4
208,688,1
144,260,4
207,202,4
159,187,5
140,274,5
259,990,5
176,299,4
81,231,2
222,969,5
106,271,2
25,25,3
296,1016,3
243,167,3
14,678,1
285,709,4
81,411,3
166,364,3
98,181,5
55,196,2
292,346,3
6,650,3
89,425,4
227,475,3
81,919,3
42,151,4
9,289,4
196,515,5
56,756,3
245,82,2
61,24,4
322,223,4
12,320,1
267,63,1
17,863,3
270,410,2
306,509,3
53,298,4
294,47,5
193,237,3
193,82,2
310,385,5
286,257,4
289,82,4
261,96,4
278,491,5
289,393,3
144,393,5
304,61,4
268,156,5
275,180,5
322,298,4
295,258,5
17,965,4
71,528,4
223,949,3
124,239,5
243,652,5
134,431,2
137,211,4
58,604,3
220,1059,4
12,451,1
41,69,4
9,340,4
218,882,3
59,604,4
124,152,1
62,50,4
254,448,3
310,172,5
6,582,5
6,127,5
188,203,3
