user_id,age,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,sex_M,occ_administrator,occ_artist,occ_doctor,occ_educator,occ_engineer,occ_entertainment,occ_executive,occ_healthcare,occ_homemaker,occ_lawyer,occ_librarian,occ_marketing,occ_none,occ_other,occ_programmer,occ_retired,occ_salesman,occ_scientist,occ_student,occ_technician,occ_writer
10,0.39,0.32792207792207795,0.16233766233766234,0.0,0.06493506493506493,0.8214285714285714,0.1525974025974026,0.0,1.0,0.025974025974025976,0.00974025974025974,0.05194805194805195,0.006493506493506494,0.1331168831168831,0.4772727272727273,0.2532467532467532,0.3409090909090909,0.2012987012987013,0.06168831168831169,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
11,0.28,0.5596330275229358,0.28440366972477066,0.03669724770642202,0.11009174311926606,0.5504587155963303,0.07339449541284404,0.0,1.0,0.0,0.0,0.009174311926605505,0.12844036697247707,0.11926605504587157,0.5229357798165137,0.26605504587155965,0.48623853211009177,0.29357798165137616,0.07339449541284404,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
12,0.47,0.6173800259403373,0.2931258106355383,0.07652399481193256,0.19584954604409857,0.7405966277561609,0.1828793774319066,0.058365758754863814,1.0,0.05058365758754864,0.07782101167315175,0.16601815823605706,0.1245136186770428,0.13229571984435798,0.4591439688715953,0.2710765239948119,0.45525291828793774,0.1880674448767834,0.06744487678339818,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,0.45,0.4339622641509434,0.4088050314465409,0.15723270440251572,0.1509433962264151,0.8867924528301887,0.16981132075471697,0.0440251572327044,1.0,0.018867924528301886,0.0880503144654088,0.025157232704402517,0.1069182389937107,0.16981132075471697,0.5157232704402516,0.34591194968553457,0.3333333333333333,0.25157232704402516,0.025157232704402517,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
14,0.49,0.38562091503267976,0.23529411764705882,0.013071895424836602,0.08496732026143791,0.49019607843137253,0.09803921568627451,0.0,1.0,0.06535947712418301,0.0392156862745098,0.013071895424836602,0.026143790849673203,0.1111111111111111,0.5620915032679739,0.20915032679738563,0.38562091503267976,0.2222222222222222,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,0.21,0.563265306122449,0.22857142857142856,0.15918367346938775,0.21224489795918366,0.636734693877551,0.3673469387755102,0.0,1.0,0.02040816326530612,0.10204081632653061,0.15918367346938775,0.19183673469387755,0.1469387755102041,0.45714285714285713,0.3020408163265306,0.6163265306122448,0.22040816326530613,0.04897959183673469,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,0.3,0.17647058823529413,0.27450980392156865,0.0784313725490196,0.17647058823529413,0.5490196078431373,0.09803921568627451,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2549019607843137,0.21568627450980393,0.19607843137254902,0.19607843137254902,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
17,0.35,0.16493055555555555,0.11805555555555555,0.08854166666666667,0.13020833333333334,0.65625,0.08854166666666667,0.020833333333333332,1.0,0.024305555555555556,0.024305555555555556,0.027777777777777776,0.15625,0.06076388888888889,0.4392361111111111,0.08854166666666667,0.1545138888888889,0.1875,0.026041666666666668,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
18,0.4,0.37777777777777777,0.2,0.0,0.1111111111111111,1.0,0.0,0.0,0.8444444444444444,0.0,0.0,0.13333333333333333,0.08888888888888889,0.0,0.3333333333333333,0.08888888888888889,0.15555555555555556,0.08888888888888889,0.1111111111111111,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
19,0.42,1.0,0.6865671641791045,0.1791044776119403,0.34328358208955223,0.5223880597014925,0.07462686567164178,0.0,0.7014925373134329,0.05970149253731343,0.0,0.04477611940298507,0.19402985074626866,0.04477611940298507,0.34328358208955223,0.43283582089552236,0.5671641791044776,0.3582089552238806,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
20,0.26,0.5813953488372093,0.22093023255813954,0.18023255813953487,0.1744186046511628,0.5465116279069767,0.29651162790697677,0.01744186046511628,0.8081395348837209,0.046511627906976744,0.03488372093023256,0.9709302325581395,0.11046511627906977,0.12790697674418605,0.22093023255813954,0.3372093023255814,1.0,0.0872093023255814,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
21,0.25,1.0,0.4859437751004016,0.0,0.040160642570281124,0.8634538152610441,0.1285140562248996,0.0,0.285140562248996,0.004016064257028112,0.020080321285140562,0.07630522088353414,0.06827309236947791,0.012048192771084338,0.27710843373493976,0.3895582329317269,0.3493975903614458,0.22088353413654618,0.06827309236947791,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
22,0.3,0.6262135922330098,0.5,0.21844660194174756,0.27184466019417475,0.883495145631068,0.13106796116504854,0.014563106796116505,1.0,0.024271844660194174,0.038834951456310676,0.05825242718446602,0.2815533980582524,0.10194174757281553,0.587378640776699,0.529126213592233,0.3640776699029126,0.22330097087378642,0.06796116504854369,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,0.21,0.2147239263803681,0.19631901840490798,0.03067484662576687,0.1411042944785276,0.5214723926380368,0.22699386503067484,0.0,1.0,0.0,0.0,0.049079754601226995,0.06748466257668712,0.06134969325153374,0.4294478527607362,0.13496932515337423,0.39263803680981596,0.15337423312883436,0.024539877300613498,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,0.39,0.7297297297297297,0.5585585585585585,0.32432432432432434,0.36036036036036034,1.0,0.06306306306306306,0.0,0.8918918918918919,0.036036036036036036,0.036036036036036036,0.07207207207207207,0.18018018018018017,0.07207207207207207,0.45045045045045046,0.6396396396396397,0.5675675675675675,0.32432432432432434,0.02702702702702703,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,0.49,0.725925925925926,0.362962962962963,0.044444444444444446,0.0962962962962963,0.6666666666666666,0.2518518518518518,0.0,1.0,0.0,0.037037037037037035,0.06666666666666667,0.0,0.13333333333333333,0.4888888888888889,0.34074074074074073,0.6148148148148148,0.18518518518518517,0.014814814814814815,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
26,0.4,0.7804878048780488,0.2682926829268293,0.04878048780487805,0.04878048780487805,0.12195121951219512,0.12195121951219512,0.0,1.0,0.0,0.0,0.1951219512195122,0.04878048780487805,0.04878048780487805,0.24390243902439024,0.34146341463414637,0.975609756097561,0.34146341463414637,0.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
27,0.32,0.8083333333333333,0.48333333333333334,0.05,0.06666666666666667,0.31666666666666665,0.19166666666666668,0.0,0.5916666666666667,0.016666666666666666,0.03333333333333333,0.675,0.11666666666666667,0.075,0.21666666666666667,0.85,1.0,0.16666666666666666,0.03333333333333333,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
28,0.41,0.4827586206896552,0.034482758620689655,0.06896551724137931,0.10344827586206896,0.4482758620689655,0.3620689655172414,0.0,1.0,0.0,0.13793103448275862,0.05172413793103448,0.0,0.13793103448275862,0.27586206896551724,0.20689655172413793,1.0,0.29310344827586204,0.08620689655172414,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
29,0.07,0.9154929577464789,0.676056338028169,0.056338028169014086,0.2676056338028169,1.0,0.09859154929577464,0.0,0.6619718309859155,0.056338028169014086,0.0,0.0,0.14084507042253522,0.07042253521126761,0.6619718309859155,0.5633802816901409,0.43661971830985913,0.29577464788732394,0.07042253521126761,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
30,0.24,0.34,0.24,0.0,0.0,0.42,0.34,0.28,1.0,0.0,0.34,0.04,0.18,0.66,0.72,0.26,0.56,0.16,0.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,0.28,0.9423076923076923,0.6153846153846154,0.09615384615384616,0.09615384615384616,0.8846153846153846,0.25,0.0,1.0,0.0,0.0,0.11538461538461539,0.0,0.11538461538461539,0.5961538461538461,0.6538461538461539,0.6153846153846154,0.3076923076923077,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
32,0.23,0.75,0.07142857142857142,0.0,0.0,0.05357142857142857,0.19642857142857142,0.0,0.6071428571428571,0.0,0.0,0.32142857142857145,0.0,0.3392857142857143,0.2857142857142857,0.2857142857142857,1.0,0.17857142857142858,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
33,0.38,0.07017543859649122,0.0,0.0,0.03508771929824561,0.21052631578947367,0.40350877192982454,0.0,1.0,0.0,0.08771929824561403,0.03508771929824561,0.017543859649122806,0.15789473684210525,0.2631578947368421,0.0,0.2807017543859649,0.22807017543859648,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,0.2,0.9444444444444444,0.2777777777777778,0.0,0.25,0.5,0.19444444444444445,0.0,0.6111111111111112,0.0,0.0,0.0,0.0,0.3611111111111111,0.25,0.1388888888888889,1.0,0.19444444444444445,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
35,0.19,0.45161290322580644,0.16129032258064516,0.0,0.3225806451612903,0.7419354838709677,0.12903225806451613,0.0,1.0,0.0,0.0,0.45161290322580644,0.12903225806451613,0.45161290322580644,0.45161290322580644,0.16129032258064516,0.7096774193548387,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
36,0.23,1.0,0.3888888888888889,0.0,0.0,0.05555555555555555,0.18888888888888888,0.0,0.16666666666666666,0.011111111111111112,0.022222222222222223,0.06111111111111111,0.0,0.022222222222222223,0.20555555555555555,0.3277777777777778,0.5333333333333333,0.1111111111111111,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
37,0.28,0.675,0.59375,0.2875,0.81875,1.0,0.01875,0.0,0.5625,0.075,0.03125,0.35,0.34375,0.06875,0.48125,0.24375,0.4875,0.14375,0.03125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
38,0.41,0.38461538461538464,0.0,0.0,0.0,0.6923076923076923,0.1794871794871795,0.0,1.0,0.0,0.1282051282051282,0.1794871794871795,0.23076923076923078,0.28205128205128205,0.41025641025641024,0.20512820512820512,0.8205128205128205,0.0,0.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,0.38,0.36363636363636365,0.09090909090909091,0.0,0.07272727272727272,0.6,0.16363636363636364,0.0,1.0,0.0,0.05454545454545454,0.01818181818181818,0.0,0.18181818181818182,0.16363636363636364,0.21818181818181817,0.6,0.16363636363636364,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
40,0.33,0.5476190476190477,0.23809523809523808,0.09523809523809523,0.11904761904761904,0.8809523809523809,0.17857142857142858,0.0,1.0,0.023809523809523808,0.0,0.0,0.07142857142857142,0.09523809523809523,0.5595238095238095,0.44047619047619047,0.4523809523809524,0.5595238095238095,0.07142857142857142,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,0.3,0.7219917012448133,0.5228215767634855,0.24066390041493776,0.3817427385892116,0.91701244813278,0.0954356846473029,0.02074688796680498,1.0,0.07883817427385892,0.0,0.08298755186721991,0.22821576763485477,0.07883817427385892,0.6721991701244814,0.4315352697095436,0.5601659751037344,0.17012448132780084,0.04564315352697095,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,0.29,0.5858895705521472,0.3343558282208589,0.24233128834355827,0.29141104294478526,1.0,0.2085889570552147,0.015337423312883436,0.9202453987730062,0.05521472392638037,0.012269938650306749,0.049079754601226995,0.17484662576687116,0.09815950920245399,0.7024539877300614,0.2147239263803681,0.4570552147239264,0.19631901840490798,0.04294478527607362,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
43,0.26,0.8315789473684211,0.6421052631578947,0.20526315789473684,0.29473684210526313,0.7894736842105263,0.18947368421052632,0.015789473684210527,1.0,0.03684210526315789,0.02631578947368421,0.2,0.2736842105263158,0.1631578947368421,0.45263157894736844,0.7526315789473684,0.631578947368421,0.39473684210526316,0.02631578947368421,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
44,0.29,0.4588235294117647,0.5058823529411764,0.2235294117647059,0.32941176470588235,1.0,0.2,0.0,0.5294117647058824,0.11764705882352941,0.047058823529411764,0.03529411764705882,0.15294117647058825,0.0,0.4235294117647059,0.3411764705882353,0.3058823529411765,0.15294117647058825,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
45,0.27,0.4925373134328358,0.1791044776119403,0.04477611940298507,0.1044776119402985,0.14925373134328357,0.29850746268656714,0.0,1.0,0.0,0.0,0.07462686567164178,0.04477611940298507,0.23880597014925373,0.5373134328358209,0.1791044776119403,0.4925373134328358,0.31343283582089554,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
46,0.53,0.04081632653061224,0.061224489795918366,0.0,0.061224489795918366,0.3673469387755102,0.2653061224489796,0.061224489795918366,1.0,0.0,0.10204081632653061,0.12244897959183673,0.08163265306122448,0.3673469387755102,0.22448979591836735,0.08163265306122448,0.30612244897959184,0.061224489795918366,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
47,0.45,0.42857142857142855,0.3697478991596639,0.025210084033613446,0.226890756302521,0.48739495798319327,0.226890756302521,0.01680672268907563,1.0,0.07563025210084033,0.14285714285714285,0.07563025210084033,0.11764705882352941,0.18487394957983194,0.33613445378151263,0.2605042016806723,0.4117647058823529,0.35294117647058826,0.04201680672268908,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,0.23,0.26495726495726496,0.17094017094017094,0.24358974358974358,0.34615384615384615,1.0,0.34615384615384615,0.03418803418803419,0.8931623931623932,0.038461538461538464,0.04700854700854701,0.18376068376068377,0.24786324786324787,0.09829059829059829,0.3504273504273504,0.24358974358974358,0.43162393162393164,0.042735042735042736,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
49,0.21,0.0,0.0,0.0,0.0,0.16363636363636364,0.2909090909090909,0.09090909090909091,1.0,0.0,0.05454545454545454,0.14545454545454545,0.09090909090909091,0.16363636363636364,0.4909090909090909,0.0,0.18181818181818182,0.03636363636363636,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
50,0.28,0.95,1.0,0.0,0.1,0.475,0.075,0.0,0.8,0.0,0.0,0.075,0.15,0.15,0.75,0.45,0.275,0.375,0.1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,0.18,0.2556390977443609,0.23308270676691728,0.09022556390977443,0.12781954887218044,0.3609022556390977,0.09022556390977443,0.0,1.0,0.0,0.06766917293233082,0.022556390977443608,0.09022556390977443,0.12781954887218044,0.2781954887218045,0.23308270676691728,0.2706766917293233,0.18796992481203006,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
52,0.26,1.0,0.6181818181818182,0.0,0.07272727272727272,0.3090909090909091,0.3090909090909091,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.2909090909090909,0.5818181818181818,0.5636363636363636,0.3090909090909091,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
53,0.22,0.9719626168224299,0.45794392523364486,0.102803738317757,0.08411214953271028,0.3644859813084112,0.308411214953271,0.009345794392523364,0.8317757009345794,0.07476635514018691,0.056074766355140186,0.09345794392523364,0.0,0.2897196261682243,0.4205607476635514,0.42990654205607476,1.0,0.205607476635514,0.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,0.37,1.0,0.5,0.0,0.0,0.05555555555555555,0.2037037037037037,0.0,0.2777777777777778,0.0,0.09259259259259259,0.0,0.0,0.018518518518518517,0.16666666666666666,0.4074074074074074,0.5740740740740741,0.2962962962962963,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
55,0.25,0.9852941176470589,0.5808823529411765,0.23897058823529413,0.3125,1.0,0.10294117647058823,0.0,0.5588235294117647,0.04779411764705882,0.014705882352941176,0.15441176470588236,0.16176470588235295,0.04411764705882353,0.4852941176470588,0.5514705882352942,0.5441176470588235,0.18382352941176472,0.07352941176470588,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
56,0.16,0.68125,0.3875,0.10625,0.26875,1.0,0.175,0.0,0.55625,0.05,0.0,0.04375,0.0625,0.04375,0.3125,0.40625,0.55625,0.25,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
57,0.27,0.3549618320610687,0.24045801526717558,0.08778625954198473,0.07633587786259542,0.8549618320610687,0.1946564885496183,0.0916030534351145,1.0,0.019083969465648856,0.03435114503816794,0.03435114503816794,0.03435114503816794,0.1183206106870229,0.4961832061068702,0.2748091603053435,0.42366412213740456,0.17557251908396945,0.019083969465648856,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
58,0.49,0.44005847953216376,0.25584795321637427,0.06725146198830409,0.1286549707602339,0.5701754385964912,0.14912280701754385,0.02631578947368421,1.0,0.027777777777777776,0.07163742690058479,0.1608187134502924,0.09502923976608187,0.0935672514619883,0.42543859649122806,0.23538011695906433,0.4327485380116959,0.20614035087719298,0.06578947368421052,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,0.5,0.47058823529411764,0.3165266106442577,0.056022408963585436,0.1876750700280112,0.5546218487394958,0.0896358543417367,0.0,1.0,0.05042016806722689,0.0896358543417367,0.1400560224089636,0.1792717086834734,0.19047619047619047,0.4061624649859944,0.35014005602240894,0.4425770308123249,0.2969187675070028,0.056022408963585436,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
60,0.36,0.7307692307692307,0.2692307692307692,0.0,0.23076923076923078,0.5769230769230769,0.07692307692307693,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.46153846153846156,0.38461538461538464,0.19230769230769232,1.0,0.11538461538461539,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,0.27,0.5392670157068062,0.35602094240837695,0.04450261780104712,0.12041884816753927,0.5104712041884817,0.13612565445026178,0.015706806282722512,1.0,0.031413612565445025,0.02617801047120419,0.060209424083769635,0.09424083769633508,0.06806282722513089,0.468586387434555,0.3324607329842932,0.38219895287958117,0.2591623036649215,0.013089005235602094,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,0.31,0.3088235294117647,0.16911764705882354,0.09558823529411764,0.1323529411764706,0.7426470588235294,0.08088235294117647,0.03676470588235294,1.0,0.0,0.022058823529411766,0.022058823529411766,0.058823529411764705,0.11029411764705882,0.47794117647058826,0.19117647058823528,0.4264705882352941,0.11764705882352941,0.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
63,0.32,0.7370242214532872,0.47058823529411764,0.09342560553633218,0.2179930795847751,0.6816608996539792,0.21107266435986158,0.05190311418685121,1.0,0.05536332179930796,0.010380622837370242,0.14878892733564014,0.16262975778546712,0.06920415224913495,0.44982698961937717,0.43252595155709345,0.4532871972318339,0.3391003460207612,0.04498269896193772,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,0.51,0.23036649214659685,0.1518324607329843,0.015706806282722512,0.05235602094240838,0.518324607329843,0.09947643979057591,0.04712041884816754,1.0,0.02617801047120419,0.0,0.020942408376963352,0.0,0.1099476439790576,0.44502617801047123,0.17801047120418848,0.193717277486911,0.17277486910994763,0.08900523560209424,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,0.23,1.0,0.4909090909090909,0.05454545454545454,0.05454545454545454,0.5454545454545454,0.2,0.0,0.9090909090909091,0.0,0.0,0.07272727272727272,0.01818181818181818,0.05454545454545454,0.4909090909090909,0.5454545454545454,0.7636363636363637,0.34545454545454546,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
66,0.17,0.8846153846153846,0.4807692307692308,0.15384615384615385,0.1346153846153846,1.0,0.15384615384615385,0.0,0.34615384615384615,0.07692307692307693,0.0,0.1346153846153846,0.0,0.09615384615384616,0.15384615384615385,0.23076923076923078,0.4230769230769231,0.1346153846153846,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
67,0.19,0.45901639344262296,0.3114754098360656,0.03278688524590164,0.03278688524590164,0.29508196721311475,0.06557377049180328,0.0,1.0,0.01639344262295082,0.0,0.06557377049180328,0.03278688524590164,0.04918032786885246,0.6557377049180327,0.32786885245901637,0.2459016393442623,0.36065573770491804,0.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
68,0.24,0.6106194690265486,0.30973451327433627,0.02654867256637168,0.04424778761061947,0.40707964601769914,0.37168141592920356,0.07964601769911504,1.0,0.0,0.035398230088495575,0.1415929203539823,0.035398230088495575,0.1415929203539823,0.415929203539823,0.35398230088495575,0.7256637168141593,0.17699115044247787,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,0.27,1.0,0.7440476190476191,0.42857142857142855,0.6488095238095238,0.8511904761904762,0.10119047619047619,0.047619047619047616,0.6071428571428571,0.10714285714285714,0.023809523809523808,0.15476190476190477,0.43452380952380953,0.07142857142857142,0.44642857142857145,0.7083333333333334,0.4523809523809524,0.2619047619047619,0.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
70,0.39,0.19148936170212766,0.18085106382978725,0.0,0.010638297872340425,0.3191489361702128,0.20212765957446807,0.0,1.0,0.0,0.0851063829787234,0.0,0.02127659574468085,0.07446808510638298,0.35106382978723405,0.32978723404255317,0.1595744680851064,0.14893617021276595,0.02127659574468085,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
71,0.48,0.5588235294117647,0.2426470588235294,0.014705882352941176,0.03308823529411765,0.29411764705882354,0.25,0.029411764705882353,1.0,0.01838235294117647,0.08455882352941177,0.025735294117647058,0.011029411764705883,0.1801470588235294,0.25735294117647056,0.1875,0.5955882352941176,0.20955882352941177,0.07352941176470588,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
